,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,Source Zipcode,Class Code,PBC Code,Business Start Date,Location Start Date,Mail Address,Address,City_State_Zipcode,lat_long,geometry,area,length,po_name,state,zip
744,0324504-01-001,324504,El Valenciano Restaurant Llc,El Valenciano Restaurant Llc,1153 Valencia St,94110,8,5812,01/04/1997 12:00:00 AM,01/04/1997 12:00:00 AM,1153 Valencia Street,1153 VALENCIA ST,"San Francisco, CA 94110","(37.75444, -122.420888)",POINT (-122.420888 37.75444),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
745,0324509-01-001,324509,El Zocalo Mission Llc,El Zocalo Restaurant,3230 Mission St,94110,8,5812,01/04/1997 12:00:00 AM,01/04/1997 12:00:00 AM,3230 Mission St,3230 MISSION ST,"San Francisco, CA 94110","(37.744925, -122.420325)",POINT (-122.420325 37.744925),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
785,0325714-01-001,325714,Blue Enclave Llc,The Blue Plate,3218 Mission St,94110,8,5812,04/13/1999 12:00:00 AM,04/13/1999 12:00:00 AM,3218 Mission St,3218 MISSION ST,"San Francisco, CA 94110","(37.745124, -122.420198)",POINT (-122.420198 37.745124),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
789,0326033-01-001,326033,Lee Pun Wun / Cheng Jian L,Yet Flat Construction,1044 Hampshire St,94110,8,3079,04/23/1999 12:00:00 AM,04/23/1999 12:00:00 AM,774 Commercial St,1044 HAMPSHIRE ST,"San Francisco, CA 94110","(37.755366, -122.407554)",POINT (-122.407554 37.755366),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
810,0327801-01-001,327801,Perez Gloria M,La Carne Asada Restaurant,3515 Mission St,94110,8,3079,06/15/1999 12:00:00 AM,06/15/1999 12:00:00 AM,828 Marlesta Rd,3515 MISSION ST,"San Francisco, CA 94110","(37.74085, -122.422944)",POINT (-122.422944 37.74085),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
816,0328107-01-001,328107,Bravo Alvaro,Tony's Services,1370 Valencia St A,94110,8,3079,01/10/1999 12:00:00 AM,07/14/2011 12:00:00 AM,1370 Valencia St #A,1370 VALENCIA ST,"A San Francisco, CA 94110","(37.750962, -122.420549)",POINT (-122.420549 37.750962),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
822,0328884-01-001,328884,Jurado Elena,Cafe Que Tal,1005 Guerrero St,94110,8,3079,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,1005 Guerrero St,1005 GUERRERO ST,"San Francisco, CA 94110","(37.754973, -122.423113)",POINT (-122.423113 37.754973),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
836,0330701-02-001,330701,Fukuyose Inc,We Be Sushi,1071 Valencia St,94110,8,5800,09/01/1999 12:00:00 AM,04/04/2011 12:00:00 AM,1071 Valencia St,1071 VALENCIA ST,"San Francisco, CA 94110","(37.755847, -122.421024)",POINT (-122.421024 37.755847),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
837,0330702-01-001,330702,White Sunde,Sw Plant Care,992 Capp St,94110,8,3079,11/01/1999 12:00:00 AM,11/01/1999 12:00:00 AM,Po Box 460928,992 CAPP ST,"San Francisco, CA 94110","(37.750811, -122.417211)",POINT (-122.417211 37.750811),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
838,0330702-02-001,330702,White Sunde,Sunde White Illustrator,992 Capp St,94110,8,3079,11/01/1999 12:00:00 AM,11/13/2001 12:00:00 AM,Po Box 460928,992 CAPP ST,"San Francisco, CA 94110","(37.750811, -122.417211)",POINT (-122.417211 37.750811),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
839,0330702-03-001,330702,White Sunde,Custom Sport Art,992 Capp St,94110,8,3079,11/01/1999 12:00:00 AM,10/18/2002 12:00:00 AM,Po Box 460928,992 CAPP ST,"San Francisco, CA 94110","(37.750811, -122.417211)",POINT (-122.417211 37.750811),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
840,0330702-04-001,330702,White Sunde,Sunde White Industries,992 Capp St,94110,8,3079,11/01/1999 12:00:00 AM,07/01/2008 12:00:00 AM,Po Box 460928,992 CAPP ST,"San Francisco, CA 94110","(37.750811, -122.417211)",POINT (-122.417211 37.750811),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
841,0330702-05-001,330702,White Sunde,Pie Fridays,992 Capp St,94110,8,3079,11/01/1999 12:00:00 AM,03/01/2012 12:00:00 AM,Po Box 460928,992 CAPP ST,"San Francisco, CA 94110","(37.750811, -122.417211)",POINT (-122.417211 37.750811),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
870,0334673-01-001,334673,Rico Grande Inc,Cancun Restaurant,2288 Mission St,94110,8,5800,04/01/2000 12:00:00 AM,04/01/2000 12:00:00 AM,2288 Mission St,2288 MISSION ST,"San Francisco, CA 94110","(37.760493, -122.419227)",POINT (-122.419227 37.760493),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
872,0334810-01-001,334810,Rico Brothers & Grande Inc,Taqueria Cancun #3,3211 Mission St,94110,8,5800,04/01/2000 12:00:00 AM,04/01/2000 12:00:00 AM,3211 Mission St,3211 MISSION ST,"San Francisco, CA 94110","(37.745428, -122.420004)",POINT (-122.420004 37.745428),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
890,0336965-01-001,336965,Boston Market Corporation,Boston Market,2300 16th St 100,94103,8,5800,05/26/2000 12:00:00 AM,05/26/2000 12:00:00 AM,14103 Denver West Pkwy,2300 16TH ST,"San Francisco, CA 94103","(37.765632, -122.410113)",POINT (-122.410113 37.765632),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
891,0337187-01-001,337187,Romero Daysi,Rinconsito Salvadoreno,3829 Mission St,94110,8,3079,06/02/2000 12:00:00 AM,06/02/2000 12:00:00 AM,3829 Mission St,3829 MISSION ST,"San Francisco, CA 94110","(37.735706, -122.424585)",POINT (-122.424585 37.735706),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
903,0339494-01-001,339494,Hisamatsu Minako J,Minako Orgnc Japanese Cuisine,2154 Mission St,94110,8,3079,09/07/2000 12:00:00 AM,09/07/2000 12:00:00 AM,2154 Mission St,2154 MISSION ST,"San Francisco, CA 94110","(37.762419, -122.419422)",POINT (-122.419422 37.762419),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
906,0340024-03-001,340024,Harb Charles G & Kristin M,Charlies Cafe,3202 Folsom St,94110,8,3079,10/09/2001 12:00:00 AM,08/01/2003 12:00:00 AM,3202 Folsom St,3202 FOLSOM ST,"San Francisco, CA 94110","(37.74709, -122.41357)",POINT (-122.41357 37.74709),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
909,0340477-03-001,340477,Wu Yue Hua,Dak Win Restaurant,2845 Misssion St,94110,8,3079,05/06/2013 12:00:00 AM,05/06/2013 12:00:00 AM,769 Lakeview Ave,2845 MISSSION ST,"San Francisco, CA 94110","(37.751506, -122.418373)",POINT (-122.418373 37.751506),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
917,0341335-03-001,341335,Perez Edwin C,Rock Nation Cafe,2850 21st St,94110,8,3079,06/14/2010 12:00:00 AM,06/14/2010 12:00:00 AM,2850 21st St,2850 21ST ST,"San Francisco, CA 94110","(37.757519, -122.411449)",POINT (-122.411449 37.757519),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
918,0341342-01-001,341342,Navarrete Victor M,Radio Habana Caffe,1109 Valencia St,94110,8,3079,11/20/2000 12:00:00 AM,11/20/2000 12:00:00 AM,2629 Harrison St #A,1109 VALENCIA ST,"San Francisco, CA 94110","(37.755061, -122.420948)",POINT (-122.420948 37.755061),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
932,0342170-01-001,342170,Valdes Elsa Isabel,El Salvador Restaurant,2278 Mission St,94110,8,3079,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,2278 Mission St,2278 MISSION ST,"San Francisco, CA 94110","(37.760673, -122.419244)",POINT (-122.419244 37.760673),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
934,0342341-01-001,342341,South Star Corporation,El Perol Restaurant,2590 Mission St,94110,8,5800,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,2001 Whitman Way Apt 28,2590 MISSION ST,"San Francisco, CA 94110","(37.755566, -122.418759)",POINT (-122.418759 37.755566),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
935,0342571-01-001,342571,Reyes Henry D,Palacio Latino Restaurant,2240 Mission St,94110,8,3079,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,2240 Mission St,2240 MISSION ST,"San Francisco, CA 94110","(37.76115, -122.41929)",POINT (-122.41929 37.76115),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
948,0343851-03-001,343851,Yu Amy Miao Ying,Uni's Deli,1200 Vermont St,94112,8,3079,11/01/2012 12:00:00 AM,11/01/2012 12:00:00 AM,1200 Vermont St,1200 VERMONT ST,"San Francisco, CA 94112","(37.754275, -122.403522)",POINT (-122.403522 37.754275),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
972,0344694-01-001,344694,Abu-Ali Imad I & Yvonne,Java Supreme,703 Guerrero St,94110,8,3079,03/29/2001 12:00:00 AM,03/29/2001 12:00:00 AM,703 Guerrero St,703 GUERRERO ST,"San Francisco, CA 94110","(37.759216, -122.423523)",POINT (-122.423523 37.759216),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1000,0347088-01-001,347088,Benarafa Aziz/boujebha Marco,Progressive Grounds,400 Cortland Ave,94110,8,5812,07/01/2001 12:00:00 AM,07/01/2001 12:00:00 AM,400 Cortland Ave,400 CORTLAND AVE,"San Francisco, CA 94110","(37.739183, -122.417663)",POINT (-122.417663 37.739183),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1001,0347088-02-001,347088,Benarafa Aziz/boujebha Marco,Progressive Grounds Cafe #2,2301 Bryant St,94110,8,5812,07/01/2001 12:00:00 AM,11/01/2005 12:00:00 AM,400 Cortland Ave,2301 BRYANT ST,"San Francisco, CA 94110","(37.757437, -122.409547)",POINT (-122.409547 37.757437),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1058,0351919-01-001,351919,Muddy Waters Coffeehouse Inc,Muddys Coffee House,1304 Valencia St,94110,8,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,1304 Valencia St,1304 VALENCIA ST,"San Francisco, CA 94110","(37.75188, -122.42064)",POINT (-122.42064 37.75188),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1060,0351919-04-001,351919,Muddy Waters Coffeehouse Inc,Blue Fig The,990 Valencia St,94110,8,5800,01/01/2002 12:00:00 AM,06/01/2010 12:00:00 AM,1304 Valencia St,990 VALENCIA ST,"San Francisco, CA 94110","(37.757076, -122.421144)",POINT (-122.421144 37.757076),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1086,0353799-01-001,353799,Tao Cafe Llc,Tao Cafe,1000 Guerrero St,94110,8,5812,03/01/2002 12:00:00 AM,03/01/2002 12:00:00 AM,1000 Guerrero St,1000 GUERRERO ST,"San Francisco, CA 94110","(37.755007, -122.423211)",POINT (-122.423211 37.755007),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1087,0353799-02-001,353799,Tao Cafe Llc,Company Restaurant,1000 Guerrero St,94110,8,5812,03/01/2002 12:00:00 AM,08/15/2012 12:00:00 AM,1000 Guerrero St,1000 GUERRERO ST,"San Francisco, CA 94110","(37.755007, -122.423211)",POINT (-122.423211 37.755007),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1094,0355373-01-001,355373,Lee Song Chu,Smile's B B Q,2619 Mission St,94110,8,3079,05/08/2002 12:00:00 AM,05/08/2002 12:00:00 AM,2619 Mission St,2619 MISSION ST,"San Francisco, CA 94110","(37.754985, -122.418703)",POINT (-122.418703 37.754985),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1099,0355595-01-001,355595,Confusion Boredom Llc,St Francis Fountain,2801 24th St,94110,8,5812,03/25/2002 12:00:00 AM,03/25/2002 12:00:00 AM,105 E Strawberry Dr.,2801 24TH ST,"San Francisco, CA 94110","(37.752842, -122.408365)",POINT (-122.408365 37.752842),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1106,0355952-02-001,355952,La Corneta Inc,La Corneta Taqueria,2731 Mission St,94110,8,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,2834 Diamond St,2731 MISSION ST,"San Francisco, CA 94110","(37.753348, -122.418545)",POINT (-122.418545 37.753348),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1113,0356274-02-001,356274,Encinas Irma,Puerto Vallarta,2765 24th St,94110,8,3079,05/30/2002 12:00:00 AM,05/30/2002 12:00:00 AM,0000 Undeliverable Mail,2765 24TH ST,"San Francisco, CA 94110","(37.752899, -122.407556)",POINT (-122.407556 37.752899),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1118,0356767-02-001,356767,Herrera Rosa E,Rosy's Restaurant,2341 Folsom St,94110,8,3079,04/07/2009 12:00:00 AM,04/07/2009 12:00:00 AM,0000 Undeliverable Mail,2341 FOLSOM ST,"San Francisco, CA 94110","(37.759821, -122.414778)",POINT (-122.414778 37.759821),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1119,0356767-03-002,356767,Herrera Rosa E,Rosy's Cafe,2341 Folsom St,94110,8,3079,04/07/2009 12:00:00 AM,01/16/2013 12:00:00 AM,0000 Undeliverable Mail,2341 FOLSOM ST,"San Francisco, CA 94110","(37.759821, -122.414778)",POINT (-122.414778 37.759821),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1127,0357966-01-001,357966,Phoenix Irish Bar Llc The,Phoenix Irish Bar & Restaurant,811 Valencia St,94110,8,5800,07/22/2002 12:00:00 AM,07/22/2002 12:00:00 AM,811 Valencia St,811 VALENCIA ST,"San Francisco, CA 94110","(37.759819, -122.421402)",POINT (-122.421402 37.759819),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1128,0358007-01-001,358007,Kyi Aung,Deja Vu Pizza & Pasta,3227 16th St,94103,8,3079,07/30/2002 12:00:00 AM,07/30/2002 12:00:00 AM,3227 16th St,3227 16TH ST,"San Francisco, CA 94103","(37.764733, -122.42472)",POINT (-122.42472 37.764733),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1129,0358153-01-001,358153,Serrano's Pizza Inc,Serrano's Pizza Inc,3274 21st St,94110,8,5800,07/01/2002 12:00:00 AM,07/01/2002 12:00:00 AM,3274 21st St,3274 21ST ST,"San Francisco, CA 94110","(37.756945, -122.420537)",POINT (-122.420537 37.756945),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1151,0358924-02-001,358924,Kaplan Emily M,Emmys Spaghetti Shack,3355 Mission St,94110,8,3079,09/01/2002 12:00:00 AM,02/12/2013 12:00:00 AM,Po Box 1563,3355 MISSION ST,"San Francisco, CA 94110","(37.743068, -122.42151)",POINT (-122.42151 37.743068),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1153,0359141-01-001,359141,Campbell & Utting Inc,The Liberties Irish Bar & Rest,998 Guerrero St,94110,8,5800,08/01/2002 12:00:00 AM,08/01/2002 12:00:00 AM,998 Guerrero St,998 GUERRERO ST,"San Francisco, CA 94110","(37.755301, -122.423239)",POINT (-122.423239 37.755301),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1168,0359972-01-001,359972,Zapopan Inc,Chava's Mexican Restaurant,2839 Mission St,94110,8,5800,10/19/2002 12:00:00 AM,10/19/2002 12:00:00 AM,2839 Mission St,2839 MISSION ST,"San Francisco, CA 94110","(37.751565, -122.418379)",POINT (-122.418379 37.751565),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1176,0360538-01-001,360538,Gomez Christina A,El Tin Tan,3065 16th St,94103,8,3079,10/24/2002 12:00:00 AM,10/24/2002 12:00:00 AM,1225 Edgewood Way,3065 16TH ST,"San Francisco, CA 94103","(37.764963, -122.421005)",POINT (-122.421005 37.764963),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1178,0360817-01-001,360817,Heung Yuen Restaurant,Heung Yuen Restaurant,3279 22nd St,94110,8,5800,10/01/2002 12:00:00 AM,10/01/2002 12:00:00 AM,3279 22nd St,3279 22ND ST,"San Francisco, CA 94110","(37.755342, -122.42044)",POINT (-122.42044 37.755342),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1183,0360967-01-001,360967,Join Industries Inc,The Creek Cafe,968 Valencia St,94103,8,5800,11/01/2002 12:00:00 AM,11/01/2002 12:00:00 AM,968 Valencia St,968 VALENCIA ST,"San Francisco, CA 94103","(37.757383, -122.421175)",POINT (-122.421175 37.757383),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1184,0360967-02-001,360967,Join Industries Inc,Mission Creek Cafe,968 Valencia St,94110,8,5800,11/01/2002 12:00:00 AM,08/22/2007 12:00:00 AM,968 Valencia St,968 VALENCIA ST,"San Francisco, CA 94110","(37.757383, -122.421175)",POINT (-122.421175 37.757383),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1187,0361087-01-001,361087,E & N Enterprises Inc,Burger King Rest,1690 Valencia St,94110,8,5800,11/01/2002 12:00:00 AM,11/01/2002 12:00:00 AM,1690 Valencia St,1690 VALENCIA ST,"San Francisco, CA 94110","(37.745891, -122.420085)",POINT (-122.420085 37.745891),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1188,0361238-03-001,361238,Dababneh Ibrahim N,Mega Mouth Burgers,3392 24th St,94110,8,3079,11/15/2002 12:00:00 AM,09/02/2003 12:00:00 AM,3392 24th St,3392 24TH ST,"San Francisco, CA 94110","(37.752126, -122.420403)",POINT (-122.420403 37.752126),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1192,0361512-02-001,361512,Min Soe,Kyaw Sushi Bar,448 Cortland Ave,94110,8,3079,11/21/2002 12:00:00 AM,06/16/2008 12:00:00 AM,2306 33rd Ave,448 CORTLAND AVE,"San Francisco, CA 94110","(37.73909, -122.416702)",POINT (-122.416702 37.73909),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1220,0363228-01-001,363228,New Castillito Inc,New Castillito Inc,2092 Mission St,94110,8,5800,01/01/2003 12:00:00 AM,01/01/2003 12:00:00 AM,2092 Mission St,2092 MISSION ST,"San Francisco, CA 94110","(37.763523, -122.419537)",POINT (-122.419537 37.763523),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1221,0363364-01-001,363364,Mariscal Noel,Taco Los Altos,737 Cortland Ave,94110,8,3079,02/01/2003 12:00:00 AM,02/01/2003 12:00:00 AM,737 Cortland Ave,737 CORTLAND AVE,"San Francisco, CA 94110","(37.738926, -122.415011)",POINT (-122.415011 37.738926),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1225,0363455-01-001,363455,Chen Lisa,Nulite Kitchen,3319 Mission St,94110,8,3079,01/10/2003 12:00:00 AM,01/10/2003 12:00:00 AM,0000 Undeliverable Mail,3319 MISSION ST,"San Francisco, CA 94110","(37.743879, -122.42099)",POINT (-122.42099 37.743879),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1230,0364215-01-001,364215,Lai Hung Dat,Sun Fat Seafood Co.,2687 Mission St.,94110,8,5812,02/28/2003 12:00:00 AM,02/28/2003 12:00:00 AM,2687 Mission St.,2687 MISSION ST,"San Francisco, CA 94110","(37.754083, -122.418614)",POINT (-122.418614 37.754083),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1237,0364634-01-001,364634,Wassana Inc,Osha Thai Ii,819 Valencia St,94110,8,5800,03/01/2003 12:00:00 AM,03/01/2003 12:00:00 AM,1945 Oakdale Ave,819 VALENCIA ST,"San Francisco, CA 94110","(37.759775, -122.421398)",POINT (-122.421398 37.759775),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1250,0364643-41-001,364643,Sodexo America Llc,San Francisco General Hospital,1001 Potrero Ave,94110,8,5800,11/18/2002 12:00:00 AM,03/10/2010 12:00:00 AM,Po Box 352,1001 POTRERO AVE,"San Francisco, CA 94110","(37.756171, -122.406608)",POINT (-122.406608 37.756171),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1282,0367073-02-001,367073,Olmedo Cynthia A,Ox Cafe,798 South Van Ness Ave,94110,8,3079,04/10/2014 12:00:00 AM,04/10/2014 12:00:00 AM,1263 Silver Ave,798 SOUTH VAN NESS AVE,"San Francisco, CA 94110","(37.76036, -122.417023)",POINT (-122.417023 37.76036),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1286,0367502-03-001,367502,Besag Inc,Tacos Santana,2491 Mission St,94110,8,5800,05/28/2004 12:00:00 AM,05/28/2004 12:00:00 AM,2491 Mission St,2491 MISSION ST,"San Francisco, CA 94110","(37.757285, -122.418923)",POINT (-122.418923 37.757285),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1288,0367539-02-001,367539,Noguera Maria E,Oye Managua,3385 Mission St,94112,8,3079,10/01/2005 12:00:00 AM,10/01/2005 12:00:00 AM,3385 Mission St,3385 MISSION ST,"San Francisco, CA 94112","(37.7424, -122.421942)",POINT (-122.421942 37.7424),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1317,0369048-01-001,369048,Amnesia Bar Incorporated,Amnesia Sf,853 Valencia St,94110,8,5800,08/05/2003 12:00:00 AM,08/05/2003 12:00:00 AM,853 Valencia St,853 VALENCIA ST,"San Francisco, CA 94110","(37.759243, -122.421348)",POINT (-122.421348 37.759243),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1321,0369242-01-001,369242,Vazquez Isidro/maria/elizabeth,Tio Chilo's Grill,2872 24th St,94110,8,5812,07/01/2003 12:00:00 AM,07/01/2003 12:00:00 AM,2872 24th St,2872 24TH ST,"San Francisco, CA 94110","(37.752768, -122.409756)",POINT (-122.409756 37.752768),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1329,0369887-01-001,369887,Savanna Jazz Llc,Savanna Jazz Llc,2937 Mission St,94110,8,5812,09/03/2003 12:00:00 AM,09/03/2003 12:00:00 AM,950 Linden Ave #220,2937 MISSION ST,"SAN FRANCISCO, CA 94110","(37.750005, -122.41823)",POINT (-122.41823 37.750005),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1335,0370360-01-001,370360,Wang Myung Soon,Youngs Bbq,3412 17th St,94110,8,3079,09/18/2003 12:00:00 AM,09/18/2003 12:00:00 AM,224 22nd Ave,3412 17TH ST,"San Francisco, CA 94110","(37.763284, -122.422057)",POINT (-122.422057 37.763284),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1378,0373312-01-001,373312,Yousef Nabeel A,Goood Frikin Chicken,10 29th St,94110,8,3079,01/15/2004 12:00:00 AM,01/15/2004 12:00:00 AM,10 29th St,10 29TH ST,"San Francisco, CA 94110","(37.744035, -122.421049)",POINT (-122.421049 37.744035),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1381,0373456-01-001,373456,Nervous Dog Coffee,Nervous Dog Coffee,3438 Mission St,94110,8,5800,01/15/2004 12:00:00 AM,01/15/2004 12:00:00 AM,0000 Undeliverable Mail,3438 MISSION ST,"San Francisco, CA 94110","(37.741531, -122.422508)",POINT (-122.422508 37.741531),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1404,0374842-01-001,374842,Gutierrez Alicia V,La Reyna Bakery,3114 24th St,94110,8,3079,03/01/2004 12:00:00 AM,03/01/2004 12:00:00 AM,3114 24th St,3114 24TH ST,"San Francisco, CA 94110","(37.752476, -122.414567)",POINT (-122.414567 37.752476),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1408,0375652-01-002,375652,Sushi Bistro Inc,Sushi Bistro,2809 24th St,94110,8,5800,02/02/2004 12:00:00 AM,06/30/2009 12:00:00 AM,431 Balboa St,2809 24TH ST,"San Francisco, CA 94110","(37.752837, -122.408459)",POINT (-122.408459 37.752837),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1413,0375805-01-001,375805,Supreme Chicken Of 24th St Llc,El Pollo Supremo,2801 Folsom St,94110,8,5812,04/01/2004 12:00:00 AM,04/01/2004 12:00:00 AM,2801 Folsom St,2801 FOLSOM ST,"San Francisco, CA 94110","(37.752325, -122.414063)",POINT (-122.414063 37.752325),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1414,0375805-02-001,375805,Supreme Chicken Of 24th St Llc,La Parrilla Grill,2801 Folsom St,94110,8,5812,04/01/2004 12:00:00 AM,05/26/2004 12:00:00 AM,2801 Folsom St,2801 FOLSOM ST,"San Francisco, CA 94110","(37.752325, -122.414063)",POINT (-122.414063 37.752325),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1415,0375920-01-001,375920,Herbivore The Earthly Grill,Herbivore The Earthly Grill,983 Valencia St,94110,8,5800,01/01/2004 12:00:00 AM,01/01/2004 12:00:00 AM,531 Divisadero St,983 VALENCIA ST,"San Francisco, CA 94110","(37.75722, -122.421159)",POINT (-122.421159 37.75722),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1417,0375920-03-001,375920,Herbivore The Earthly Grill,Herbivore,983 Valencia St,94110,8,5800,01/01/2004 12:00:00 AM,03/03/2010 12:00:00 AM,531 Divisadero St,983 VALENCIA ST,"San Francisco, CA 94110","(37.75722, -122.421159)",POINT (-122.421159 37.75722),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1434,0376897-01-001,376897,Universal Cafe Inc,Universal Cafe,2814 19th St,94110,8,5800,04/20/2004 12:00:00 AM,04/20/2004 12:00:00 AM,2814 19th St,2814 19TH ST,"San Francisco, CA 94110","(37.760441, -122.41063)",POINT (-122.41063 37.760441),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1436,0377023-02-001,377023,Ajacks Restaurants Inc,Luna Park,694 Valencia St,94110,8,5800,02/16/2005 12:00:00 AM,02/16/2005 12:00:00 AM,694 Valencia St,694 VALENCIA ST,"San Francisco, CA 94110","(37.761919, -122.421599)",POINT (-122.421599 37.761919),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1437,0377023-03-001,377023,Ajacks Restaurants Inc,Luna Park Kitchen & Cocktails,694 Valencia St,94110,8,5800,02/16/2005 12:00:00 AM,06/13/2013 12:00:00 AM,694 Valencia St,694 VALENCIA ST,"San Francisco, CA 94110","(37.761919, -122.421599)",POINT (-122.421599 37.761919),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1438,0377023-04-001,377023,Ajacks Restaurants Inc,Luna Park Restaurant,694 Valencia St,94110,8,5800,02/16/2005 12:00:00 AM,06/13/2013 12:00:00 AM,694 Valencia St,694 VALENCIA ST,"San Francisco, CA 94110","(37.761919, -122.421599)",POINT (-122.421599 37.761919),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1443,0377371-01-001,377371,Jweinat Elias N,Mr Pickles Sandwich Shop,3380 20th St #103,94110,8,3079,05/18/2004 12:00:00 AM,05/18/2004 12:00:00 AM,3380 20th St #103,3380 20TH ST,"San Francisco, CA 94110","(37.75879, -122.416521)",POINT (-122.416521 37.75879),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
1461,0378503-01-001,378503,Meza Jesus,Mission Market Produce,2590 Mission St,94110,8,3079,07/01/2004 12:00:00 AM,07/01/2004 12:00:00 AM,0000 Undeliverable Mail,2590 MISSION ST,"San Francisco, CA 94110","(37.755566, -122.418759)",POINT (-122.418759 37.755566),66887406.7173,41644.5510172,SAN FRANCISCO,CA,94110
